Text;goal
"Поделитесь, как рано вы приезжаете на вокзал?😉 
 
❗️Хотим напомнить, что оптимальное время прибытия за 60 минут до отправления поезда.";1
"🎄Отправляемся в новогодние праздники на самый запад нашей страны — в Калининград. 
 
Здесь вы насладитесь неповторимой атмосферой и архитектурным стилем довоенных построек, почувствуете мощь стен Кафедрального собора XIV века, а также погуляете по набережной Рыбной деревни. 
 
Ещё в программе тура вас ждут: 
⚡Прогулки по городу с дегустацией национальных напитков; 
⚡Экскурсия по Куршской косе — объекту всемирного наследия ЮНЕСКО; 
⚡Знакомство с посёлком Янтарный, в котором находится самое крупное в мире месторождение янтаря. 
 
🔺Подробная информация о туре ""Новый год на самом западе России"" на сайте rzdtour.com.";1
"В поездах дальнего следования АО ""ФПК"" пассажиры могут воспользоваться мультимедийным порталом ""Попутчик"" с информационно-развлекательным контентом.⠀ 
⠀ 
Чтобы получить доступ нужно:⠀ 
1⃣ включить WI-FI и подключиться к сети RZD;⠀ 
2⃣ перейти на сайт портала passline.ru;⠀ 
3⃣ авторизоваться, указав номер билета или паспорта.⠀ 
⠀ 
Там вам доступны:⠀ 
✨интерактивная карта маршрута поезда;⠀ 
✨расписание, информация о поезде;⠀ 
✨магазин на борту;⠀ 
✨заказ блюд из ресторана;⠀ 
✨новости;⠀ 
✨игры.⠀ 
⠀ 
🔥 Для пассажиров купейных вагонов, СВ и ""Люкс"" предоставляется расширенный список услуг, в том числе музыка, аудиокниги, пресса и другие.";1
"Красоты Красноярского края ❤ 
 
📷 На фото уникальный Козинский виадук. Он расположен на самом сложном по рельефу перегоне в сейсмически активном и очень ветреном районе.";1
"Современный вокзал на станции Нижний Тагил был построен в 1966 году в стиле сталинского ампира. Но мало кто знает, что именно этот город стал родиной отечественного паровозостроения🚂 
 
Здесь на демидовских заводах в начале XIX века трудились отец и сын Ефим и Мирон Черепановы. Именно они стали создателями первого русского паровоза, который использовался непосредственно при перевозке меди с рудника. 
 
🤔Кстати, на Театральной площади города установлен памятник новаторам. Видели его?";1
"Волшебная атмосфера новогодних праздников уже сейчас — 17 и 24 декабря отправляемся в Карелию🎄 
 
Всего несколько часов в пути перенесут вас в настоящую зимнюю сказку💫 Вы посетите вотчину карельского Деда Мороза и дворец местной Снегурочки, а при желании прокатитесь на собачьих или оленьих упряжках. 
 
🚂Круизный поезд № 928/927 ""В Карелию"" отправится с Ленинградского вокзала Москвы. В его состав входят вагоны с душем, а в каждом купе есть беспроводные зарядки и возможность регулировки температурного режима. 
 
➡ Приобрести билеты можно в мобильном приложении ""РЖД Пассажирам"", на сайте rzd.ru и в кассах дальнего следования.";1
"Завораживающие виды Иркутской области прекрасны в любое время года❤ 
 
А куда вы уже успели съездить этой зимой? 
 
📷На фото рельсовый автобус в районе станции Слюдянка.";1
"Предлагаем вам увлекательный маршрут по достопримечательностям Нижнего Новгорода🔥 
 
Обязательно посетите один из главных символов города — Нижегородский кремль! Это настоящая крепость, находящаяся на правом берегу в месте слияния рек Волги и Оки.";1
"Мальчик хочет в Тамбов, и мы прекрасно его понимаем😄⠀ 
⠀ 
Пара интересных фактов об этом чудном городе и его вокзале:⠀ 
⠀ 
✨ Император Николай II дважды побывал здесь: в 1904 и 1914 годах. Во второй приезд в своём дневнике он писал: ""...Уехали из Тамбова под отличным впечатлением всего виденного..."". Впоследствии в городе установили бюст императора и мемориальную доску на фасаде вокзала в память об этих визитах.⠀ 
⠀ 
✨ Марш ""Прощание славянки"" впервые прозвучал именно на станции Тамбов. Он был исполнен в честь отбывающих на Балканы добровольцев. Автор произведения, Василий Агапкин, на тот момент служил в местной кавалерии и часто наблюдал, как женщины провожали своих сыновей, братьев и мужей на фронт. Эти трогательные моменты и легли в основу произведения.";1
"Помогите пассажиру добраться до нужного поезда 🤔 
 
Следуйте маршрутом по шагам: ➡➡⬇➡⬆⬆⬆➡ 
 
Ответ пишите в комментариях!";1
Фантастический закат запечатлел [id2711216|Евгений Добряков] на станции Новый Петергоф 😍;1
"🎉 Чай разлит, плюшки на столе, а мы готовы подвести итоги нашего конкурса с подстаканниками! 
 
Встречайте десятку самых удачливых чаеманов: 
[id20062707|Юлия Старченко] 
[id170227288|Артём Новоченко] 
[id245088823|Миша Климов] 
[id6659724|Олеся Новикова] 
[id165102115|Диана Чушкина] 
[id57044059|Ирина Кузнецова] 
[id194696382|Зина Соколова] 
[id30488357|Антон Мухин] 
[id93810353|Татьяна Груздева] 
[id180370892|Иван Максимов] 
 
Всех благодарим за участие, а победителей просим написать нам в личные сообщения. Там расскажем, как получить свою пару подстаканников для самых душевных посиделок с друзьями☃";1
Собрали несколько интересных фактов о главной станции Среднесибирского хода! Смотрите наше видео о вокзале Камень-на-Оби 🤩;1
"🏂 Горнолыжный сезон уже стартовал! 
 
Открыта продажа ""единых билетов"" до самого популярного курорта Сибири — Шерегеш. Добраться туда можно на поезде до Новокузнецка и там же пересесть на автобус. Чтобы приобрести билет, необходимо указать конечную точку прибытия и выбрать маршрут с пересадкой. 
 
🔺 Подробная информация и расписание на нашем сайте rzd.ru в разделе ""Мультимодальные перевозки"".";1
"Два грациозных мраморных белоснежных барса охраняют замок из красного кирпича… Это про вокзал Казань🥰 
 
Уже более ста лет он занимает видное место в архитектурном ансамбле города и считается визитной карточкой столицы Татарстана. Особенно вокзал красив ночью — освещение придаёт ему сказочную таинственность. Внутри помещения стены и пол отделаны мрамором и гранитом, а снаружи здание украшает искусная лепнина. 
 
🤩 Кстати, вокзал находится в историческом центре, в пешей доступности от главной достопримечательности города — Казанского кремля.";1
"🚂 Мы зашифровали названия фирменных поездов. Ваша задача проста – найти их! 
 
Пишите варианты в комментариях, а мы посмотрим, кто справился лучше😎";1
"🎄 Встречаем Новый год по-марийски! 
 
Предлагаем окунуться в праздничную атмосферу в прекрасном городе Йошкар-Оле. Настроиться на нужный лад вам помогут виды на заснеженные домики набережной Брюгге и украшенные парки. Йушту Кугаза (местный Дед Мороз) и его внучка Лумударь расскажут о традициях празднования Нового года у народа мари. 
 
В программе тура вас ждут: 
 
❄ обзорная экскурсия по предновогоднему городу; 
❄ мастер-классы по изготовлению шоколада и новогодних сувениров; 
❄ посещение гастромузея Йошкина кота; 
❄ органный концерт в музыкальном театре им. Э.Сапаева; 
❄ театрализованная пешеходная экскурсия с Матреной Кареповой по старым улочкам Царевококшайска. 
 
🔺 Подробная информация о туре ""Яркие выходные в Приволжье. Марий Эл"" на сайте rzdtour.com.";1
"🌊 До Балтийского моря по ""единому билету""! 
 
Посетить курорты Калининградской области удобно с нашим мультимодальным маршрутом. Пассажиры, прибывшие поездом в Калининград, могут совершить пересадку на автобусы до Светлогорска, Янтарного и других населённых пунктов. При покупке билетов необходимо указать конечную точку прибытия и выбрать маршрут с пересадкой. 
 
🔺Подробная информация и расписание на нашем сайте rzd.ru в разделе ""Мультимодальные перевозки"".";1
"На крупных вокзалах страны до 1 декабря можно бесплатно и анонимно сдать экспресс-тест и узнать свой ВИЧ-статус. Участвуйте вместе с нами в IХ Всероссийской акции ""Стоп ВИЧ/СПИД"", приуроченной ко Всемирному дню борьбы со СПИДом.⠀ 
⠀ 
Берегите себя!";1
"Рядом со станцией Ижевск в середине прошлого века внезапно обнаружили минеральный источник😱 Рассказываем, как так произошло! 
 
Для снабжения вокзала и паровозов водой в те времена было принято решение пробурить скважину. К всеобщему удивлению, оттуда пошла минеральная вода. Впоследствии эту скважину назвали ""Ново-Ижевский источник минеральных лечебных вод"". 
 
Кстати, а вы знаете, как связаны Ижевск и великий композитор Пётр Ильич Чайковский?";1
Не нужен повод, чтобы порадовать маму❤;1
💥Расскажите нам, без чего вы не представляете свою поездку на поезде?;1
"Отправляемся в сказку уже 5 декабря на новогоднем поезде вместе с Дедом Морозом❄⠀ 
⠀ 
Из Великого Устюга поезд проедет 13 тысяч километров. За 41 день он побывает во многих крупных городах России, а в канун Старого Нового года вернёт Дедушку домой.⠀ 
⠀ 
В передвижной резиденции Деда Мороза есть празднично оформленные вагоны для игр и квестов, салон-приемная, вагон-лавка с сувенирами и сладостями Русского Севера, вагон-ресторан с северными блюдами, а ещё атмосфера праздника и волшебства☃⠀ 
⠀ 
С более подробной информацией о праздничном маршруте можно ознакомиться на нашем сайте в разделе ""Поезда и маршруты ➡ Путешествуй с РЖД ➡ Туристические поезда"".⠀ 
⠀ 
📷 [id37187991|Алексей Уланов]";1
Строительство второго пути на перегоне БАМа Эльдиган-Тудур✨;1
"Для максимального комфорта в ваших путешествиях воспользуйтесь услугой ""Индивидуальное сопровождение""🤝⠀ 
⠀ 
Вам будет предоставлен полный комплекс профессиональных услуг на территории вокзального комплекса:⠀ 
🔹 встреча и прохождение досмотра по ""зелёному коридору"";⠀ 
🔹 сопровождение по функциональным зонам;⠀ 
🔹 доставка ручной клади;⠀ 
🔹 оказание другой необходимой помощи.⠀ 
⠀ 
Сервис доступен на Павелецком и Ленинградском вокзалах в Москве, Московском в Санкт-Петербурге, а также в Волгограде, Иваново, Петрозаводске, Сочи и Нижнем Новгороде. ⠀ 
⠀ 
🔺Подробная информация и оформление услуги по единому телефону 8-800-775-69-29.";1
"Наш турпоезд ""Жемчужина Кавказа"" попал в финал премии ""Сделано в России 2021"", организованной журналом ""Сноб"" при поддержке Ростуризма. Его отметили в номинации ""По России с любовью"". 
 
Предлагаем вам принять участие в голосовании и поддержать наш проект: https://vk.cc/c8jQiS 
 
Нам очень приятно быть в финале среди тех, кто помогает развивать туризм в нашей стране и открывать её интересные уголки! 
 
В свой первый круиз ""Жемчужина Кавказа"" отправилась летом и за время курсирования перевезла 3,5 тысячи пассажиров🌊";1
"⛷Задумываетесь, куда поехать кататься на лыжах или сноубордах? Предлагаем вам удобные мультимодальные маршруты до горнолыжных курортов Северного Кавказа – Домбай, Архыз и Романтик. 
 
""Единый"" билет на поезд+автобус позволит легко добраться до склонов Карачаево-Черкесской республики. Пересадка будет совершаться на железнодорожной станции Невинномысская. При покупке билетов необходимо указать конечный пункт прибытия и выбрать маршрут с пересадкой. Оформление производится не позднее чем за 12 часов до начала автобусной перевозки. 
 
🔺Подробная информация и расписание на нашем сайте rzd.ru в разделе ""Мультимодальные перевозки"".";1
"Вокзалы, сохранившиеся в первозданном виде, встречаются довольно редко. Таким зданием может похвастаться Новокузнецк. 
 
Старый вокзал признан памятником архитектуры регионального значения. Он был возведён из дикого камня в 20-х годах прошлого века в стиле позднего модерна. Сейчас здесь располагается Западно-Сибирский центр научно-технической информации и библиотек РЖД. 
 
✨Современный вокзал находится на противоположной стороне от старого. В 2011-2013 годах была проведена его масштабная реконструкция. Для удобства пассажиров в здании расположены комнаты отдыха, камеры хранения, переговорная и детская игровая.";1
"В нашей стране есть много интересных и даже смешных названий железнодорожных станций: 
⚡️Отдых 
⚡️Мальчики 
⚡️Дно 
⚡️Баян 
⚡️Бурундуки 
 
А какие знаете вы? Пишите в комментариях⬇";1
"Единственный мост, соединяющий Архангельск со всей страной, – Северодвинский. 
 
25 января 1965 года состоялось открытие станции Архангельск-Город и началось регулярное железнодорожное сообщение. Мост соединил центральную часть города с левым берегом реки. До него все грузы из центра России необходимо было перевозить по реке. 
 
Также здесь проложена двухполосная автомобильная дорога, выходящая на федеральную трассу М8. Северодвинский мост разводится для прохода высоких речных судов. К тому же с него открывается потрясающий вид на Архангельск😍";1
"Нужно срочно отправить посылку? Можно поездом!⠀ 
⠀ 
Услуга экспресс-доставки представлена более чем на 300 вокзалах страны. Служба работает круглосуточно. Доставка малых почтовых отправлений – конвертов, бандеролей и посылок – осуществляется ближайшими пассажирскими или скорыми поездами.⠀ 
⠀ 
Для оформления вам потребуется только паспорт. Это займёт всего несколько минут. Вам сообщат о времени прибытия посылки и порядке её выдачи. ⠀ 
⠀ 
Подробная информация на сайте ekspress-l.ru.";1
"Подготовили для вас небольшую тренировку для мозга🤓 
Свои ответы пишите в комментариях👇🏻";1
"На привокзальной площади Йошкар-Олы есть интересный памятник. А вы знаете какой? 
 
Это скульптура известному беспризорнику советской эпохи – Мустафе. Точнее, марийскому артисту Йывану Кырла – герою первого в СССР звукового фильма ""Путёвка в жизнь"". Памятник установили в честь возвращения актёра на малую родину. 
 
Кстати, вокзал Йошкар-Ола признан объектом культурного наследия Республики Марий Эл⭐️";1
"💥С 12 декабря запускаем новую ""Ласточку"" сообщением Москва – Бологое. Поезд будет курсировать ежедневно и совершать остановки на станциях Крюково, Клин, Тверь, а также Лихославль, Спирово и Вышний Волочёк. Утром состав будет прибывать в Москву, а вечером отправляться обратно👌⠀ 
⠀ 
Для комфортной поездки также всё предусмотрено:⠀ 
⚡системы климат-контроля с обеззараживанием воздуха; ⠀ 
⚡розетки для подзарядки мобильных устройств; ⠀ 
⚡специальные площадки для размещения крупногабаритного багажа; 
⚡экологически чистые туалеты; ⠀ 
⚡энергосберегающее светодиодное освещение.⠀ 
⠀ 
Подробная информация на нашем сайте.⠀ 
⠀ 
🔺Приобрести билеты можно в кассах, на rzd.ru и в мобильном приложении ""РЖД Пассажирам"".";1
"😎 Предлагаем разобраться, где правда, а где миф! 
 
Делитесь своими вариантами в комментариях ⬇ 
 
1. Постельное белье сдавать проводнику не нужно; 
2. Электронный билет нужно распечатывать в любом случае; 
3. За воду в титане нужно платить; 
4. Сдать билет при опоздании на поезд невозможно; 
5. Льготы на проезд положены не только гражданам РФ; 
6. При провозе животных по России требуются ветеринарные документы.";1
"Внимание-внимание! Во всемирный день шопинга с вокзала ""Покупаево"" отходит поезд с тематическими вагонами! Каждый из них отражает поведение разных людей в сезон скидок. 
 
Признавайтесь, в какой сели бы? 😏";1
"Smart Hotel – разумный выбор любого путешественника. Это гостиницы на территории вокзальных комплексов, где вы можете спокойно отдохнуть. ⠀ 
⠀ 
⭐️ Smart Hotel Neo – современные отели с хорошей звукоизоляцией. Кровати в номерах оборудованы ортопедическими матрасами.⠀ 
⠀ 
⭐️ Smart Hotel KDO – более демократичные гостиницы с необходимым набором услуг для комфортного проживания.⠀ 
⠀ 
Гостиницы KDO, в свою очередь, делятся на компактные мини-отели, например, как в Кирове, и полноценные гостиницы, как в Новосибирске. ⠀ 
⠀ 
Сохраняйте себе эту публикацию как шпаргалку🔥⠀ 
⠀ 
🔺 Подробная информация и бронирование номеров на сайте hotel-smart.ru.";1
"🎄Вернёмся в детство на новогодних каникулах!⠀ 
⠀ 
На январские праздники запускаем новый скорый поезд ""Мороз-экспресс"". Он отправится из Москвы 3, 4, 5 и 8 января с прибытием в Великий Устюг утром следующего дня. Время в пути составит всего 18 часов. ⠀ 
⠀ 
🎅Пассажиры смогут посетить резиденцию Деда Мороза и погулять по историческому городу. Для всех желающих будут предложены интересные экскурсионные программы. ⠀ 
⠀ 
Обратно из Великого Устюга в Москву состав отправится в тот же день в 18:00.⠀ 
⠀ 
🔺Билеты скоро поступят в продажу. Следите за нашими новостями.";1
"Куда в известной песне едет поезд ночной? Конечно, к северу!⠀ 
⠀ 
⭐️ В точности, как и наш новый двухэтажный поезд № 43/44 Санкт-Петербург – Кострома. С 15 декабря он будет курсировать 2 раза в неделю.⠀ 
⠀ 
В состав поезда войдут 10 комфортабельных двухэтажных вагонов, которые оборудованы: ⠀ 
⚡️ системой поддержания микроклимата;⠀ 
⚡️ системой обеззараживания воздуха;⠀ 
⚡️ экологически чистыми туалетами;⠀ 
⚡️ розетками и USB-разъемами для зарядки мобильных устройств.⠀ 
⠀ 
🔺 Приобрести билеты можно в кассах, на сайте rzd.ru и в мобильном приложении ""РЖД Пассажирам"".";1
"Бесконечно можно смотреть на три вещи: как горит огонь, как течёт вода и как клубится паровозный дым🚂

📸 [club75970330|@public_kirillphoto]";1
"🏆Вокзал Самара является самым высоким железнодорожным вокзалом в Европе! Его архитектурный облик символизирует взмывающую ракету.⠀
⠀
Высота здания – 101 метр, почти у верхушки находится смотровая площадка. Оттуда открывается восхитительный вид на город 🔭⠀
Также здесь вы можете посетить музей Куйбышевской магистрали и Зимний сад.⠀
⠀
🤔 Расскажем немного об истории: ⠀
⠀
⚡️Первый вокзал в Самаре был открыт в 1876 году. Его построили по проекту инженера-архитектора Николая Ивановича де Рошфора. ⠀
⚡️Спустя 120 лет эксплуатации было принято решении о создании нового вокзального комплекса. Летом 1996 года стартовало масштабное строительство. Стоит отметить, что работы велись без прекращения движения поездов. ⠀
⚡️Проект разработал архитектор Юрий Васильевич Храмов — в 2001 году город увидел новое современное здание.";1
;1
"Жители Саратова, вы уже знаете, как без лишних хлопот добраться в Домодедово?

🙌 Предлагаем удобный мультимодальный маршрут до аэропорта для пассажиров поездов № 10/138 Саратов – Москва – Саратов.

Чтобы совершить пересадку, нужно выйти на станции Домодедово.

🔹 С поезда № 10 Саратов – Москва на пригородный поезд № 6503 Москва (Павелецкий вокзал) – Аэропорт (Домодедово) отправлением в 06:38;
🔹 С поезда № 138 Саратов – Москва на пригородный поезд № 6505 Москва (Павелецкий вокзал) – Аэропорт (Домодедово) отправлением в 07:06.

🔻 Билет до аэропорта можно приобрести у проводника-контролёра пригородного поезда или в автомате на станции Аэропорт. При себе необходимо иметь билет на один из вышеуказанных поездов.";1
"Во всех бизнес-залах нового формата вы можете воспользоваться услугой ""Обед в дорогу"". В меню представлены русская и европейская кухни. 

🍽 Приобрести комплексные завтраки, обеды и ужины можно круглосуточно. 

Напомним, что бизнес-залы расположены на вокзалах:
🔸Павелецкий и Ленинградский в Москве;
🔸Московский в Санкт-Петербурге;
🔸Московский в Нижнем Новгороде;
🔸Сочи;
🔸Петрозаводск;
🔸Иваново;
🔸Волгоград.";1
"Абакан – важный железнодорожный узел на Красноярской железной дороге. Торжественное открытие станции состоялось, когда прибыл первый пассажирский поезд, – 23 ноября 1925 года.

Современный вокзал здесь построили во второй половине ХХ века. У него есть братья-близнецы, которые ""поселились"" неподалеку: в Барнауле, Кемерове и Новокузнецке. В 2014 году прошёл масштабный ремонт комплекса.

Для вашего удобства на вокзале расположены комнаты отдыха, камеры хранения, зал ожидания, комната матери и ребенка, кафе. Здание также полностью адаптировано для маломобильных пассажиров.";1
"Вы купили билет на поезд, а оказалось, что ваш сосед — персонаж из фильма ужасов😱 Но не такой страшный, как может показаться на первый взгляд!⠀
⠀
С кем бы вы хотели прокатиться, а с кем – точно нет?";1
"Какой вокзал сегодня откликается вам больше всего?

Делитесь с нами в комментариях 👇";1
И так каждый раз😩;1
"🎊Сегодня исполняется 8 лет с торжественного открытия нового железнодорожного вокзала в Адлере. ⠀
⠀
Одной из главных особенностей вокзала является пешеходный мост с выходом к морю, по которому можно попасть на смотровую площадку и послушать шум прибоя🌊⠀
⠀
Современный вокзал оборудован всем необходимым, в том числе там есть:⠀
✨17 лифтов и 30 эскалаторов;⠀
✨Комната матери и ребёнка;⠀
✨Бизнес-зал;⠀
✨Детские игровые площадки;⠀
✨Фуд-корт и вендинговые автоматы;⠀
✨Гостиница;⠀
✨Автоматические камеры хранения.";1
Делимся прекрасными осенними пейзажами с Восточно-Сибирской железной дороги🍁;1
"Предлагаем новый туристический маршрут по древнерусским городам😍 
 
Каждую пятницу вы можете отправиться в путешествие из Москвы в Псков, Великий Новгород, Рыбинск и Ярославль. 
 
За выходные вы увидите: 
✨ Улочки древнего Пскова и Псковский Кремль; 
✨ Уникальные памятники зодчества в Великом Новгороде; 
✨ Живописные виды Рыбинского водохранилища; 
✨ Вдохновляющую панораму Волги в Ярославле. 
 
Экскурсионную программу можно оформить у проводника👌 
 
Подробная информация на нашем сайте в разделе ""Путешествуй с РЖД"". 
 
🔺 Билеты доступны в кассах, на rzd.ru и в мобильном приложении ""РЖД Пассажирам"".";1
"💥Продумали для вас удобный маршрут по главным достопримечательностям Ростова-на-Дону. 

Не проходите мимо колеса обозрения. Оно третье по высоте в России – оттуда открывается впечатляющая панорама на город и реку Дон.

Скорее сохраняйте!😎";1
Вы на какой из наших осенних станций выходите?😉;1
Уже пора готовиться к новогодним праздникам! Предлагаем вам несколько интересных маршрутов на зимние каникулы❄;1
"Сегодня отмечают Всемирный день статистики. Праздник проходит раз в пять лет. По такому редкому случаю мы решили подготовить подборку удивительных фактов. 
 
В программе: сравнение поездов с птицами, измерение высоты жирафами и многое другое. Листайте карточки🚂";1
"Давайте немного поиграем?🧩

Составьте из букв, использованных в названии станции, слова. Важное условие – принимаются только существительные! Посмотрим, у кого получится больше👌 

Пишите варианты в комментариях⬇";1
"Не знаете, как скоротать время на вокзале? У нас есть вариант😉

В бизнес-залах нового формата предусмотрено всё для комфортного времяпрепровождения: зона отдыха, детский игровой уголок, рабочее пространство. Они адаптированы для маломобильных пассажиров. В стоимость посещения включено питание по системе ""шведский стол"".

Такие бизнес-залы расположены на вокзалах:
🔸Павелецкий и Ленинградский в Москве;
🔸Московский в Санкт-Петербурге;
🔸Московский в Нижнем Новгороде;
🔸Сочи;
🔸Петрозаводск;
🔸Иваново;
🔸Волгоград.

При наличии железнодорожного билета владельцы карт программ лояльности Priority Pass, Lounge Key, Diners Club, DragonPass и Mileonair могут посетить бизнес-залы без дополнительной оплаты.

Подробная информация и условия посещения на сайте dzvr.ru в разделе ""Бизнес-залы нового формата"".";1
"Не просто пассажирское здание, а настоящий старорусский терем – это про вокзал в Благовещенске. ⠀
⠀
Его построили в 1913 году. Исконный внешний облик удалось сохранить до наших дней. Внутри всё тоже осталось по-старому: перила, дверные ручки, потолок с балками и многое другое, что было создано и установлено более ста лет назад. ⠀
⠀
Вокзал успел отметиться в истории России! В 1918 году Красная гвардия здесь подавила первый контрреволюционный мятеж, а в 1921 перед народом на привокзальной площади выступали Василий Блюхер и Павел Постышев. В честь этих событий на стенах здания установлены памятные таблички.";1
"В День белой трости хотим напомнить об услугах для маломобильных пассажиров на вокзалах и остановочных пунктах: ⠀
⠀
📍 Сопровождение по вокзалу и помощь в перемещении ручной клади;⠀
📍 Предоставление кресла-коляски и других средств для передвижения;⠀
📍 Организация высадки и посадки в поезда дальнего следования.⠀
⠀
И не только! Обращайтесь в наш Центр содействия мобильности – здесь обязательно помогут.⠀
⠀
Задать вопросы и оставить заявку можно по телефону 8 (800) 775-00-00 или на почте info@rzd.ru.";1
Узнайте больше любопытных фактов о столице Байкало-Амурской магистрали из нашего видео🛤;1
"🎶 Если долго-долго-долго
Ехать на поезде Москва – Владивосток…";1
"В Рыбинск на ""Генерале""! Из Ярославля вы можете прокатиться на пригородном поезде во главе с легендарным паровозом П36-0147. Он был построен ещё в 1955 году и активно использовался в советские годы. В народе его за характерные красные полосы (""лампасы"") по бокам прозвали ""генералом"".⠀
⠀
🚂Поезд отправляется каждую субботу с Московского вокзала Ярославля и через 2,5 часа прибывает в Рыбинск. ⠀
⠀
Комфортабельные вагоны на 60 мест оснащены:⠀
📌 Мягкими креслами с откидными столиками;⠀
📌 Системой кондиционирования;⠀
📌 Информационными мониторами;⠀
📌 Розетками.⠀
⠀
🔻Приобрести билеты можно в кассах, на сайте rzd.ru и в мобильном приложении ""РЖД Пассажирам"".";1
"⭐️ Вокзал на станции Татарская – один из старейших на Транссибирской магистрали. Он был построен в начале ХХ века, хотя станция функционировала уже с 1896 года. Благодаря его открытию деревня Татарка стала городом Татарск.⠀
⠀
В прошлом году была проведена масштабная реконструкция вокзала, в ходе которой:⠀
⚡️ Улучшили системы отопления, электрики, канализации и водоснабжения;⠀
⚡️ Провели отделочные работы и заменили кровлю;⠀
⚡️ Установили терминалы для покупки билетов;⠀
⚡️ Смонтировали лифт;⠀
⚡️ Сделали пандусы для маломобильных пассажиров;⠀
⚡️ На привокзальной площади заменили тротуарную плитку и посадили деревья.";1
"❗️Человеческая жизнь важнее виртуального мира. ⠀
⠀
Будьте внимательны вблизи железнодорожных путей.";1
Признавайтесь, ведь это и про вас?😹⠀;1
"⭐️Предлагаем вам удобный маршрут от вокзала Саранск по главным туристическим объектам города.

Не забудьте сохранить!";1
"💻На вокзалах можно не только с комфортом отдохнуть, но и эффективно поработать. 

Офисные пространства формата коворкинг есть на Павелецком вокзале в Москве, а также в Екатеринбурге и Олимпийском парке в Адлере.

Для вашего удобства представлены:
🛋комфортные рабочие места;
🔌розетки для зарядки гаджетов;
🍪буфет с напитками;
📍и многое другое.

Подробности по телефонам: 
☎8(495)108-47-28 Павелецкий вокзал 
☎8(988)386-03-57 Олимпийский парк";1
